Dates,Category,Descript,PdDistrict,Resolution,Address,X,Y
2005-06-13 15:25:00,OTHER OFFENSES,RESISTING ARREST,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2006-12-11 18:49:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,BAYVIEW,"ARREST, CITED",1000 Block of KEY AV,-122.397250475089,37.719702950693204
2009-06-27 19:37:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,MISSION,DISTRICT ATTORNEY REFUSES TO PROSECUTE,2000 Block of MARKET ST,-122.426955631709,37.769247063207004
2009-06-26 07:17:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,TENDERLOIN,"ARREST, BOOKED",200 Block of EDDY ST,-122.411778295992,37.7839805592634
2004-05-13 11:45:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,SOUTHERN,NONE,MISSION ST / 6TH ST,-122.40871060667101,37.7809706721824
2004-06-13 09:15:00,FRAUD,FRAUDULENT CREDIT APPLICATION,CENTRAL,NONE,1100 Block of GREEN ST,-122.41751264570499,37.7983792613726
2012-03-07 22:20:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,BAYVIEW,"ARREST, BOOKED",400 Block of BAY SHORE BL,-122.40684425627701,37.7394012528109
2009-07-08 21:00:00,NON-CRIMINAL,LOST PROPERTY,CENTRAL,NONE,400 Block of COLUMBUS AV,-122.40840739718901,37.79914232652379
2009-06-25 22:17:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,TENDERLOIN,JUVENILE ADMONISHED,HYDE ST / GOLDEN GATE AV,-122.415508242782,37.7816542806076
2014-10-14 14:21:00,NON-CRIMINAL,LOST PROPERTY,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2011-12-14 18:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,NORTHERN,NONE,1600 Block of VALLEJO ST,-122.424452360313,37.7966384046286
2013-03-06 15:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,BAYVIEW,NONE,200 Block of BAY SHORE BL,-122.404304136216,37.7442180802683
2005-12-30 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NORTHERN,NONE,3100 Block of WEBSTER ST,-122.43420343594101,37.799403168775
2008-04-01 22:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,NORTHERN,NONE,1600 Block of PINE ST,-122.422963001902,37.789251361779
2008-03-20 00:26:00,WARRANTS,ENROUTE TO PAROLE OFFICER,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.413237516676,37.78284302332129
2004-02-16 10:23:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",BAYVIEW,"ARREST, CITED",DE HARO ST / 16TH ST,-122.40172369652001,37.7661321731481
2012-12-14 13:30:00,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",MISSION,NONE,2200 Block of MARKET ST,-122.432198022433,37.7651107322703
2014-02-23 19:30:00,SECONDARY CODES,DOMESTIC VIOLENCE,NORTHERN,NONE,0 Block of BANNECKER WY,-122.42870433473301,37.7773848850596
2003-02-18 16:55:00,OTHER OFFENSES,TRAFFIC VIOLATION,BAYVIEW,"ARREST, CITED",PALOU AV / NEWHALL ST,-122.392779047712,37.735038267536
2003-01-22 14:15:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",TARAVAL,"ARREST, BOOKED",1200 Block of IRVING ST,-122.47114555295,37.7638796121694
2006-06-28 19:35:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,MISSION,NONE,100 Block of SHOTWELL ST,-122.416397509503,37.766049241592704
2014-05-27 20:00:00,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",MISSION,NONE,3800 Block of MARKET ST,-122.442794767705,37.75280293431009
2014-05-15 12:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,RICHMOND,NONE,1000 Block of GREAT HY,-122.510225749052,37.7672442209616
2003-02-07 07:00:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",MISSION,NONE,3300 Block of MARKET ST,-122.443399394068,37.7580872943878
2003-08-05 22:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",TARAVAL,NONE,2100 Block of 27TH AV,-122.484656534419,37.7473134158105
2005-10-04 00:01:00,FRAUD,"TRICK AND DEVICE, GRAND THEFT",TENDERLOIN,PROSECUTED BY OUTSIDE AGENCY,400 Block of EDDY ST,-122.41506687647,37.7835634796332
2008-09-18 14:11:00,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,TARAVAL,NONE,1000 Block of RANDOLPH ST,-122.471423030897,37.7149806037297
2007-09-08 04:19:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,BAYVIEW,"ARREST, BOOKED",700 Block of BRUSSELS ST,-122.403881908842,37.7228936730541
2003-10-18 14:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,SOUTHERN,NONE,STANFORD ST / TOWNSEND ST,-122.391067448881,37.780183701434105
2008-05-28 23:40:00,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",SOUTHERN,PROSECUTED BY OUTSIDE AGENCY,0 Block of 3RD ST,-122.40328484310601,37.787306416019
2014-09-03 11:12:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,SOUTHERN,NONE,0 Block of 12TH ST,-122.420001436964,37.7740948566882
2005-04-20 17:10:00,OTHER OFFENSES,RESISTING ARREST,BAYVIEW,"ARREST, BOOKED",200 Block of WOOLSEY ST,-122.404124654461,37.724896575693606
2006-10-31 12:00:00,NON-CRIMINAL,LOST PROPERTY,CENTRAL,NONE,2800 Block of TAYLOR ST,-122.415923448242,37.8085905137102
2012-11-03 02:55:00,LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,TENDERLOIN,NONE,JONES ST / OFARRELL ST,-122.412970537591,37.78578837668879
2009-06-26 08:45:00,WARRANTS,WARRANT ARREST,INGLESIDE,JUVENILE BOOKED,200 Block of HAHN ST,-122.41638948387899,37.7112123454185
2014-12-24 00:10:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",RICHMOND,NONE,600 Block of CLEMENT ST,-122.466041169566,37.7829246572568
2004-07-07 18:15:00,NON-CRIMINAL,LOST PROPERTY,BAYVIEW,NONE,100 Block of WESTPOINT RD,-122.380382266471,37.7353538209895
2012-06-17 18:00:00,MISSING PERSON,FOUND PERSON,TARAVAL,LOCATED,0 Block of RIVERTON DR,-122.487264341683,37.7327971633154
2006-10-31 15:00:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,CENTRAL,NONE,300 Block of CLAY ST,-122.398573051955,37.7952923975164
2006-02-22 11:19:00,OTHER OFFENSES,TRAFFIC VIOLATION,NORTHERN,"ARREST, CITED",FRANKLIN ST / MCALLISTER ST,-122.421893134467,37.779891233614
2010-05-07 20:23:00,DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,MISSION,"ARREST, BOOKED",1400 Block of SOUTH VAN NESS AV,-122.415960688143,37.7499604607771
2011-09-24 02:00:00,VEHICLE THEFT,STOLEN MOTORCYCLE,NORTHERN,NONE,1600 Block of GREEN ST,-122.42626338171301,37.7972480254184
2005-09-07 10:00:00,NON-CRIMINAL,LOST PROPERTY,CENTRAL,NONE,2800 Block of TAYLOR ST,-122.415923448242,37.8085905137102
2010-11-07 18:00:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,TENDERLOIN,"ARREST, BOOKED",EDDY ST / JONES ST,-122.412597377187,37.783932027727296
2005-05-18 12:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",PARK,NONE,100 Block of BAKER ST,-122.44057416851801,37.7722636523127
2005-03-08 23:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,SOUTHERN,NONE,HOWARD ST / 2ND ST,-122.39826164734899,37.7867787588868
2012-02-20 02:02:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",CENTRAL,NONE,500 Block of GEARY ST,-122.41275532583,37.7867259286124
2008-07-27 18:00:00,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.413259498719,37.7829514828801
2014-03-31 23:00:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",INGLESIDE,"ARREST, BOOKED",400 Block of JOOST AV,-122.44547478111001,37.7323966010148
2006-09-04 21:30:00,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,TENDERLOIN,"ARREST, BOOKED",200 Block of EDDY ST,-122.411800134753,37.784089036686794
2013-09-30 10:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,PARK,NONE,OAK ST / STANYAN ST,-122.45398162236499,37.7714278595913
2004-07-11 16:30:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,BAYVIEW,NONE,1300 Block of 16TH ST,-122.400272764667,37.766274568453795
2014-06-13 01:47:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",NORTHERN,PSYCHOPATHIC CASE,1800 Block of SACRAMENTO ST,-122.42336485742901,37.791237355332
2005-11-04 20:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",MISSION,NONE,CESAR CHAVEZ ST / FLORIDA ST,-122.409646927827,37.748335894876
2010-05-21 17:30:00,WARRANTS,WARRANT ARREST,INGLESIDE,NONE,0 Block of MADISON ST,-122.423689957148,37.728466019962895
2009-11-27 15:45:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,CENTRAL,NONE,GEARY ST / TAYLOR ST,-122.411518820359,37.7869408998805
2004-05-30 23:00:00,RUNAWAY,RUNAWAY,TARAVAL,LOCATED,800 Block of CAPITOL AV,-122.459007287896,37.717858450682
2010-01-11 23:32:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,NORTHERN,"ARREST, BOOKED",0 Block of GROVE ST,-122.41742986084999,37.7785349354394
2011-04-08 16:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,RICHMOND,NONE,2000 Block of DIVISADERO ST,-122.440649216896,37.7885267945405
2014-12-14 13:00:00,NON-CRIMINAL,FOUND PROPERTY,NORTHERN,NONE,1500 Block of GREEN ST,-122.424619774106,37.7974562319566
2006-05-30 21:00:00,ARSON,ATTEMPTED ARSON,PARK,NONE,1600 Block of HAIGHT ST,-122.449122960735,37.7697840925361
2013-12-11 10:48:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,BAYVIEW,"ARREST, BOOKED",SAN BRUNO AV / DWIGHT ST,-122.402109488937,37.7240376461441
2015-01-23 13:40:00,ASSAULT,BATTERY,INGLESIDE,NONE,1500 Block of TREAT AV,-122.41250614556002,37.745680288147504
2003-09-07 11:37:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",SOUTHERN,NONE,500 Block of I-80,-122.38666703390301,37.789882156919106
2011-06-17 16:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,CENTRAL,NONE,300 Block of POST ST,-122.407591091073,37.7883401187101
2005-01-11 02:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,BAYVIEW,NONE,SAN BRUNO AV / FELTON ST,-122.404594140643,37.7300379995448
2004-09-27 09:55:00,NON-CRIMINAL,LOCATED PROPERTY,RICHMOND,NONE,100 Block of SUTRO HEIGHTS AV,-122.50863974174901,37.7761791621237
2012-11-30 08:30:00,MISSING PERSON,FOUND PERSON,INGLESIDE,LOCATED,400 Block of EXCELSIOR AV,-122.430009348163,37.724577666718105
2013-06-24 16:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,TENDERLOIN,NONE,0 Block of STOCKTON ST,-122.406351834294,37.7860311576362
2008-09-04 23:49:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,PARK,"ARREST, BOOKED",600 Block of CLAYTON ST,-122.448414119511,37.769331013125296
2011-12-31 12:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,NORTHERN,NONE,1000 Block of GEARY ST,-122.420571110949,37.7857331120575
2003-07-21 10:51:00,ASSAULT,BATTERY OF A POLICE OFFICER,SOUTHERN,"ARREST, CITED",1200 Block of MISSION ST,-122.413583483648,37.7770436202636
2014-11-15 12:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,MISSION,NONE,500 Block of CASTRO ST,-122.43499478308901,37.76006971065671
2007-05-02 14:39:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,TARAVAL,"ARREST, BOOKED",LEE AV / LAKEVIEW AV,-122.454082474077,37.7181737933349
2014-07-11 09:00:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",TENDERLOIN,PSYCHOPATHIC CASE,500 Block of OFARRELL ST,-122.41382007017599,37.7857382950322
2004-01-05 16:04:00,FORGERY/COUNTERFEITING,"FORGERY, NOTES",TARAVAL,"ARREST, BOOKED",2600 Block of 46TH AV,-122.504223156735,37.737101635092
2009-02-08 08:10:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,BAYVIEW,"ARREST, BOOKED",2400 Block of SAN BRUNO AV,-122.404830420604,37.7307945918953
2008-04-05 02:44:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2003-05-17 22:00:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,BAYVIEW,DISTRICT ATTORNEY REFUSES TO PROSECUTE,100 Block of CASHMERE ST,-122.385321431465,37.7362605501408
2006-11-29 16:35:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,NORTHERN,NONE,EDDY ST / BUCHANAN ST,-122.429042228256,37.781845649508
2015-03-05 17:30:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,CENTRAL,NONE,200 Block of POST ST,-122.406021838484,37.7886491245294
2006-05-07 16:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",CENTRAL,NONE,GREEN ST / HYDE ST,-122.418861966021,37.7982652352526
2005-10-07 17:00:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",CENTRAL,NONE,400 Block of PACIFIC AV,-122.402492067615,37.797502719962004
2009-08-18 15:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",INGLESIDE,NONE,400 Block of LONDON ST,-122.435748489752,37.721943365
2006-07-24 23:15:00,OTHER OFFENSES,RESISTING ARREST,TENDERLOIN,"ARREST, BOOKED",0 Block of TAYLOR ST,-122.410689907787,37.7824948907735
2015-03-03 10:40:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",TENDERLOIN,NONE,400 Block of ELLIS ST,-122.413609328985,37.784696907904
2012-07-25 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NORTHERN,NONE,GOLDEN GATE AV / GOUGH ST,-122.423732220508,37.7806111466558
2011-12-14 10:00:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",INGLESIDE,NONE,1600 Block of PLYMOUTH AV,-122.45804176726801,37.7325370155421
2008-07-23 00:25:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,MISSION,"ARREST, CITED",SHOTWELL ST / 17TH ST,-122.41623039254299,37.7636337702985
2007-08-21 15:05:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,TARAVAL,NONE,19TH AV / JUNIPERO SERRA BL,-122.472570418291,37.717173407562214
2004-01-22 22:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",TARAVAL,NONE,1400 Block of 19TH AV,-122.47676557624399,37.76075695795979
2014-09-04 22:50:00,ASSAULT,BATTERY,NORTHERN,NONE,3200 Block of STEINER ST,-122.43762139221701,37.7989248224108
2006-08-08 18:41:00,DRUG/NARCOTIC,POSSESSION OF AMPHETAMINE,CENTRAL,NONE,POST ST / JONES ST,-122.41335805114099,37.7876637195721
2008-07-27 03:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,CENTRAL,NONE,GEARY ST / LEAVENWORTH ST,-122.414809966357,37.7865194111614
2013-01-09 19:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,INGLESIDE,"ARREST, BOOKED",2300 Block of DIAMOND ST,-122.436478703236,37.738041087193295
2008-08-20 08:00:00,ASSAULT,BATTERY,TARAVAL,"ARREST, BOOKED",4200 Block of JUDAH ST,-122.50754748028,37.7604078316909
2006-09-22 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,INGLESIDE,NONE,BEACON ST / DIAMOND ST,-122.435508856119,37.7425931407376
2003-06-25 22:40:00,WARRANTS,WARRANT ARREST,NORTHERN,"ARREST, BOOKED",1300 Block of WEBSTER ST,-122.431046366089,37.7830295716044
2007-08-21 13:15:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",BAYVIEW,NONE,1600 Block of REVERE AV,-122.390815719788,37.732099514522
2008-12-27 10:17:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,TENDERLOIN,"ARREST, BOOKED",0 Block of STOCKTON ST,-122.406351834294,37.7860311576362
2014-04-29 22:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,BAYVIEW,NONE,NEWHALL ST / QUESADA AV,-122.393340760404,37.7344139325108
2004-08-03 08:30:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",MISSION,"ARREST, CITED",17TH ST / SHOTWELL ST,-122.416230392551,37.7636337703031
2010-05-19 19:45:00,LARCENY/THEFT,GRAND THEFT PURSESNATCH,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2012-04-18 16:45:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,NORTHERN,NONE,100 Block of LARKIN ST,-122.41660769511499,37.7791387543353
2011-10-19 08:00:00,NON-CRIMINAL,LOST PROPERTY,CENTRAL,NONE,STOCKTON ST / BROADWAY ST,-122.408622974321,37.797626559460795
2011-11-17 18:27:00,VEHICLE THEFT,STOLEN AUTOMOBILE,NORTHERN,UNFOUNDED,2100 Block of JACKSON ST,-122.43047083796002,37.79304577203821
2012-10-04 19:17:00,NON-CRIMINAL,LOST PROPERTY,CENTRAL,NONE,400 Block of POWELL ST,-122.408431861057,37.7887772719153
2005-12-16 05:30:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",CENTRAL,NONE,400 Block of VALLEJO ST,-122.405128001679,37.798979603256505
2004-07-08 18:58:00,OTHER OFFENSES,PROBATION VIOLATION,MISSION,"ARREST, BOOKED",2100 Block of MISSION ST,-122.41947048851499,37.762270173991396
2004-05-25 12:00:00,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,TARAVAL,NONE,2000 Block of 46TH AV,-122.505011009366,37.7482862509557
2004-07-11 23:15:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,BAYVIEW,"ARREST, BOOKED",600 Block of KEITH ST,-122.382779253988,37.737197895080904
2011-11-19 22:05:00,ASSAULT,BATTERY WITH SERIOUS INJURIES,MISSION,JUVENILE BOOKED,800 Block of POTRERO AV,-122.406725329529,37.7585641691709
2014-12-28 12:30:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",CENTRAL,"ARREST, BOOKED",500 Block of FRANCISCO ST,-122.41426677512,37.8046348825476
2013-04-06 04:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",PARK,NONE,1600 Block of OAK ST,-122.44651891893,37.771922889157
2011-09-10 11:15:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",SOUTHERN,NONE,MISSION ST / 6TH ST,-122.40871060666299,37.78097067220529
2007-04-06 13:00:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,CENTRAL,NONE,100 Block of SUTTER ST,-122.40336641711201,37.7899452996011
2005-10-04 14:40:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.407244087032,37.7865647607685
2008-07-27 17:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,CENTRAL,NONE,1200 Block of JONES ST,-122.414405940495,37.7925546958216
2012-05-20 23:15:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",NORTHERN,NONE,700 Block of LARKIN ST,-122.41782456027501,37.7844637837491
2013-01-07 18:45:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,PARK,"ARREST, BOOKED",HAIGHT ST / BUENAVISTAWEST AV,-122.44331194960199,37.7704697548539
2006-07-15 15:30:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,MISSION,NONE,2000 Block of MISSION ST,-122.41952036788601,37.764228935718
2014-05-31 13:30:00,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",MISSION,"ARREST, CITED",1800 Block of MISSION ST,-122.41983289014401,37.7674625261825
2006-09-20 22:14:00,WEAPON LAWS,POSS OF LOADED FIREARM,INGLESIDE,"ARREST, BOOKED",100 Block of BLYTHDALE AV,-122.42055675144199,37.7108945814914
2008-01-25 21:45:00,VEHICLE THEFT,STOLEN TRUCK,NORTHERN,NONE,LAGUNA ST / LOMBARD ST,-122.43111854378799,37.8004687042875
2013-06-13 23:29:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,CENTRAL,NONE,COSMO PL / TAYLOR ST,-122.41175807499701,37.7881676342186
2005-01-27 11:15:00,ASSAULT,BATTERY,INGLESIDE,NONE,0 Block of RICE ST,-122.457265666619,37.7083648058395
2014-05-18 15:06:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,PARK,"ARREST, BOOKED",1300 Block of FELL ST,-122.44012615573601,37.77379339658521
2009-02-06 18:04:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,SOUTHERN,"ARREST, BOOKED",0 Block of 7TH ST,-122.41146890305201,37.7795579712601
2011-11-18 01:36:00,SECONDARY CODES,DOMESTIC VIOLENCE,RICHMOND,NONE,200 Block of 4TH AV,-122.46227712424499,37.7839578807834
2008-11-25 21:40:00,ROBBERY,ROBBERY OF A COMMERCIAL ESTABLISHMENT WITH A GUN,CENTRAL,NONE,2800 Block of LEAVENWORTH ST,-122.419067224379,37.8073339305952
2005-04-06 18:15:00,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,TENDERLOIN,"ARREST, BOOKED",TURK ST / TAYLOR ST,-122.41076876635,37.7832145189783
2011-10-23 18:50:00,MISSING PERSON,FOUND PERSON,MISSION,PSYCHOPATHIC CASE,2000 Block of MARKET ST,-122.426955631709,37.769247063207004
2013-05-13 21:20:00,NON-CRIMINAL,FOUND PROPERTY,SOUTHERN,NONE,6TH ST / FOLSOM ST,-122.405618998022,37.7785045190918
2011-08-10 16:23:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,CENTRAL,NONE,400 Block of STOCKTON ST,-122.406977563692,37.789918101686
2013-05-29 22:15:00,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,NORTHERN,"ARREST, CITED",SUTTER ST / LARKIN ST,-122.418467747931,37.7879652569797
2006-11-01 12:25:00,ARSON,ARSON OF A VEHICLE,MISSION,NONE,3200 Block of 17TH ST,-122.418992686625,37.7634081145034
2005-04-04 07:40:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,SOUTHERN,"ARREST, BOOKED",6TH ST / STEVENSON ST,-122.40969635556601,37.78175405884821
2004-06-13 20:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,TARAVAL,NONE,VIDAL DR / ACEVEDO AV,-122.484793260711,37.7198441769576
2005-05-06 13:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,NORTHERN,NONE,WASHINGTON ST / FRANKLIN ST,-122.424519835016,37.792841284021705
2008-02-22 11:00:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, ATT. FORCIBLE",SOUTHERN,NONE,0 Block of DORE ST,-122.413045971966,37.7738617771611
2006-06-15 09:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,NORTHERN,NONE,2300 Block of FILLMORE ST,-122.434225174063,37.7911685255545
2012-11-13 12:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,SOUTHERN,NONE,700 Block of HOWARD ST,-122.401560967513,37.7840888680389
2015-04-29 17:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,INGLESIDE,NONE,100 Block of TOMPKINS AV,-122.415645451513,37.737137968072794
2008-04-30 18:30:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,NORTHERN,NONE,500 Block of VANNESS AV,-122.42013210843001,37.7803430365381
2010-08-25 08:45:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",CENTRAL,NONE,1700 Block of TAYLOR ST,-122.41377072976499,37.7984398478814
2007-06-12 13:37:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,MISSION,"ARREST, BOOKED",2100 Block of MISSION ST,-122.41952899882601,37.762877666705606
2003-05-14 01:30:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,SOUTHERN,"ARREST, BOOKED",NATOMA ST / 6TH ST,-122.407693108536,37.7801630690967
2011-02-08 19:30:00,ASSAULT,STALKING,NORTHERN,NONE,1000 Block of POLK ST,-122.419858277339,37.786137125238
2009-01-05 13:21:00,SECONDARY CODES,DOMESTIC VIOLENCE,RICHMOND,NONE,600 Block of 38TH AV,-122.498383043404,37.7765840931106
2003-05-15 18:00:00,LARCENY/THEFT,PETTY THEFT BICYCLE,MISSION,NONE,2300 Block of FOLSOM ST,-122.41483349405199,37.75967793721461
2005-01-25 08:00:00,WARRANTS,WARRANT ARREST,INGLESIDE,"ARREST, BOOKED",2400 Block of SAN JOSE AV,-122.448303520335,37.718672482695105
2006-11-14 22:25:00,RUNAWAY,RUNAWAY,RICHMOND,NONE,700 Block of 33RD AV,-122.492903087989,37.7749629647565
2010-11-19 17:00:00,NON-CRIMINAL,FOUND PROPERTY,CENTRAL,NONE,STOCKTON ST / BROADWAY ST,-122.408622974321,37.797626559460795
2014-12-22 15:50:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,CENTRAL,NONE,STOCKTON ST / SACRAMENTO ST,-122.407729769991,37.79317730258371
2008-11-14 11:50:00,RUNAWAY,RUNAWAY,RICHMOND,LOCATED,FULTON ST / PARKPRESIDIO BL,-122.47176229348801,37.7731370565281
2014-04-18 17:00:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",SOUTHERN,NONE,1600 Block of MISSION ST,-122.41910574075199,37.7719857711361
2011-02-11 18:44:00,VEHICLE THEFT,STOLEN AUTOMOBILE,NORTHERN,NONE,GREENWICH ST / WEBSTER ST,-122.43422782498301,37.7991596610394
2011-05-16 18:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",CENTRAL,NONE,700 Block of SUTTER ST,-122.41274032268,37.788755110963
2010-08-12 01:15:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,INGLESIDE,"ARREST, BOOKED",3500 Block of MISSION ST,-122.423285677406,37.7402189478837
